district,city,floor,price,rooms,sq,year,price_per_sq,update_date,offer_url
Krowodrza,Kraków,4,789000.00,2,43.97,2024,17944.00,2024-07-04,https://www.otodom.pl/pl/oferta/moderno-lobzow-widokowe-mieszkanie-2-pok-35-ID4pPZG
Zwierzyniec,Kraków,2,2585000.00,4,124.00,2024,20847.00,2024-07-04,https://www.otodom.pl/pl/oferta/salwator-doskonala-lokalizacja-przy-wisle-ID4rmPM
Prądnik Biały,Kraków,1,1679000.00,4,76.70,2024,21890.00,2024-07-04,https://www.otodom.pl/pl/oferta/nowoczesne-luksusowe-mieszkanie-krakow-modlniczka-ID4r2vs
Podgórze,Kraków,2,1224465.00,4,67.65,2024,18100.00,2024-07-04,https://www.otodom.pl/pl/oferta/mieszkanie-krakow-zablocie-ID4rmKA
Krowodrza,Kraków,2,849000.00,2,39.65,2024,21412.00,2024-07-04,https://www.otodom.pl/pl/oferta/2-pokojowe-z-winda-i-balkonem-blisko-centrum-ID4rmI3
Krowodrza,Kraków,4,849000.00,2,40.17,2024,21135.00,2024-07-04,https://www.otodom.pl/pl/oferta/dwupokojowe-z-winda-sloneczne-blisko-centrum-ID4rmHQ
Podgórze,Kraków,2,1080000.00,3,67.00,2024,16119.00,2024-07-04,https://www.otodom.pl/pl/oferta/nowy-apartament-premium-bezpieczny-pcc-gotowy-ID4qPSh
Prądnik Biały,Kraków,2,804460.00,3,55.10,2024,14600.00,2024-07-04,https://www.otodom.pl/pl/oferta/3-pokojowe-mieszkanie-55m2-2-balkony-ID4lGio
Mistrzejowice,Kraków,7,570000.00,2,37.00,2024,15405.00,2024-07-04,https://www.otodom.pl/pl/oferta/mistrzejowice-mieszkanie-37-m2-dwa-pokoje-ID4r6Mv
Stare Miasto,Kraków,2,880000.00,3,54.30,2024,16206.00,2024-07-04,https://www.otodom.pl/pl/oferta/najpiekniejsza-inwestycja-w-krakowie-widokowe-ID4r8Ou
Mistrzejowice,Kraków,6,989000.00,3,58.00,2024,17052.00,2024-07-04,https://www.otodom.pl/pl/oferta/3-pokojowe-mieszkanie-z-balkonem-oraz-garazem-ID4rmzS
Podgórze,Kraków,4,779000.00,2,37.54,2024,20751.00,2024-07-04,https://www.otodom.pl/pl/oferta/jasne-przemyslane-2-pokojowe-mieszkanie-z-klima-ID4rmxb
Prądnik Biały,Kraków,1,1185000.00,4,69.13,2024,17142.00,2024-07-04,https://www.otodom.pl/pl/oferta/4-pokojowe-mieszkanie-69m2-3-tarasy-bez-prowizji-ID4qOCq
Podgórze,Kraków,2,1080000.00,3,67.00,2024,16119.00,2024-07-04,https://www.otodom.pl/pl/oferta/wykonczone-mieszkanie-w-inwestycji-lasowka-ID4rmvx
Podgórze,Kraków,1,1029470.13,3,53.70,2024,19171.00,2024-07-04,https://www.otodom.pl/pl/oferta/mieszkanie-3-pokojowe-z-balkonem-na-zablociu-ID4rmwR
Bieżanów-Prokocim,Kraków,3,833000.00,3,66.70,2024,12489.00,2024-07-04,https://www.otodom.pl/pl/oferta/ostatnie-dostepne-mieszkania-gotowe-do-odbioru-ID4rmsg
Dębniki,Kraków,0,849000.00,3,68.00,2024,12485.00,2024-07-04,https://www.otodom.pl/pl/oferta/3-pokoje-z-duzym-tarasem-gotowe-ID4nSLb
Podgórze,Kraków,0,598789.90,1,26.24,2024,22820.00,2024-07-04,https://www.otodom.pl/pl/oferta/kawalerka-z-ogrodkiem-w-swietnej-lokalizacji-ID4rmn3
Mistrzejowice,Kraków,4,699000.00,3,49.60,2024,14093.00,2024-07-04,https://www.otodom.pl/pl/oferta/ladne-ustawne-3-pokojowe-mieszkanie-ID4rmiq
Podgórze,Kraków,0,689000.00,3,47.00,2024,14660.00,2024-07-04,https://www.otodom.pl/pl/oferta/gotowe-3-pokoje-w-zielonej-okolicy-2-ogrodki-ID4rmfP
Prądnik Biały,Kraków,1,1165000.00,3,73.07,2024,15944.00,2024-07-04,https://www.otodom.pl/pl/oferta/nowe-3-pok-balkon-komorka-2-miejsca-postojowe-ID4rjIa
Czyżyny,Kraków,5,1350000.00,4,82.63,2024,16338.00,2024-07-04,https://www.otodom.pl/pl/oferta/4-pokoje-taras-37-75m2-5-pietro-czyzyny-ID4r8Wj
Mistrzejowice,Kraków,0,920755.00,4,78.71,2024,11698.00,2024-07-04,https://www.otodom.pl/pl/oferta/4-pokojowe-mieszkanie-78m2-ogrodek-bez-prowizji-ID4o2JH
Podgórze,Kraków,2,961447.00,4,57.62,2024,16686.00,2024-07-04,https://www.otodom.pl/pl/oferta/apartament-58m2-4-pokoje-bez-prowizji-0-pcc-ID4rm8N
Podgórze,Kraków,2,892701.00,3,53.50,2024,16686.00,2024-07-04,https://www.otodom.pl/pl/oferta/apartament-54m2-3-pokoje-bezposrednio-0-pcc-ID4rm8k
Podgórze,Kraków,0,1571286.24,4,78.89,2024,19917.00,2024-07-04,https://www.otodom.pl/pl/oferta/mieszkanie-4-pokojowe-na-zablociu-z-duzym-ogrodem-ID4rm6c
Prądnik Biały,Kraków,0,892050.00,3,62.60,2024,14250.00,2024-07-04,https://www.otodom.pl/pl/oferta/mieszkanie-krakow-pradnik-bialy-ID4rm3W
Podgórze,Kraków,1,818030.23,2,39.79,2024,20559.00,2024-07-04,https://www.otodom.pl/pl/oferta/mieszkanie-2-pokojowe-z-balkonem-zablocie-ID4rm02
Prądnik Biały,Kraków,1,800000.00,2,45.92,2024,17422.00,2024-07-04,https://www.otodom.pl/pl/oferta/fort-natura-wybickiego-krowodrza-2-pok-ID4rgsM
Prądnik Biały,Kraków,5,1081000.00,3,61.03,2024,17713.00,2024-07-04,https://www.otodom.pl/pl/oferta/fort-natura-wybickiego-krowodrza-3-pok-ID4rgu4
Prądnik Biały,Kraków,3,740000.00,2,41.11,2024,18000.00,2024-07-04,https://www.otodom.pl/pl/oferta/fort-natura-wybickiego-krowodrza-2-pok-ID4rgut
Bronowice,Kraków,0,1360783.00,3,70.69,2024,19250.00,2024-07-04,https://www.otodom.pl/pl/oferta/3-pokoje-z-ogrodkiem-blisko-centrum-kameralnie-ID4rlXF
Bronowice,Kraków,0,1015920.00,2,56.44,2024,18000.00,2024-07-04,https://www.otodom.pl/pl/oferta/2-pokoje-z-ogrodkiem-w-cichej-i-spokojnej-okolicy-ID4rlXD
Bieżanów-Prokocim,Kraków,0,1019600.00,4,68.00,2024,14994.00,2024-07-04,https://www.otodom.pl/pl/oferta/nowe-gotowe-4-pok-bez-prowizji-i-pcc-ID4r1HZ
Prądnik Biały,Kraków,1,1280000.00,6,126.75,2024,10099.00,2024-07-04,https://www.otodom.pl/pl/oferta/ostatnie-2-apartamenty-maciejkowa-apartments-ID4qBOA
Grzegórzki,Kraków,7,876392.00,1,47.63,2024,18400.00,2024-07-04,https://www.otodom.pl/pl/oferta/kawalerka-wisla-bulwary-centrum-tramwaj-ID4rlRf
Grzegórzki,Kraków,7,1086800.00,2,41.80,2024,26000.00,2024-07-04,https://www.otodom.pl/pl/oferta/2-pokoje-wislane-tarasy-bulwary-centrum-aktualne-ID4r4sR
Grzegórzki,Kraków,7,821080.00,1,31.58,2024,26000.00,2024-07-04,https://www.otodom.pl/pl/oferta/mieszkanie-przy-wisle-bulwary-centrum-7-pietro-ID4r4sT
Grzegórzki,Kraków,0,705000.00,1,28.20,2024,25000.00,2024-07-04,https://www.otodom.pl/pl/oferta/kawalerka-wislane-tarasy-parter-bez-podatku-pcc-ID4r4sW
Białołęka,Warszawa,3,635000.00,2,51.00,2008,12451.00,2024-07-04,https://www.otodom.pl/pl/oferta/gotowe-2-3-pokoje-ul-skarbka-z-gor-ID4qTAd
Wola,Warszawa,0,1280000.00,2,57.60,2008,22222.00,2024-07-04,https://www.otodom.pl/pl/oferta/budynek-pirelli-sloneczne-mieszkanie-14-pietro-ID4qQtv
Krowodrza,Kraków,4,1399000.00,4,76.85,2024,18204.00,2024-07-04,https://www.otodom.pl/pl/oferta/moderno-lobzow-widokowe-34-ID4pPZW
Łagiewniki-Borek Fałęcki,Kraków,1,958000.00,5,115.42,2024,8300.00,2024-07-04,https://www.otodom.pl/pl/oferta/kup-teraz-zaplac-pozniej-wykonczony-ID4pd5e
Bieżanów-Prokocim,Kraków,7,735005.00,3,53.65,2024,13700.00,2024-07-04,https://www.otodom.pl/pl/oferta/3-pokoje-53-66m2-vii-pietro-bez-posrednikow-ID4p21G
Bronowice,Kraków,3,975769.20,4,111.89,2024,8721.00,2024-07-04,https://www.otodom.pl/pl/oferta/osiedle-jurajskie-mieszkanie-z-antresola-nr-28-ID4mNe3
Stare Miasto,Kraków,0,959000.00,2,52.94,2024,18115.00,2024-07-04,https://www.otodom.pl/pl/oferta/mieszkanie-w-prestizowej-lokalizacji-bez-prowizji-ID4r1AF
Podgórze,Kraków,2,878080.00,3,62.72,2024,14000.00,2024-07-04,https://www.otodom.pl/pl/oferta/lasowka-przy-parku-gotowe-w-tym-roku-bez-pcc-ID4rlq0
Krowodrza,Kraków,7,769000.00,2,40.00,2024,19225.00,2024-07-04,https://www.otodom.pl/pl/oferta/oddane-wkrotce-balkon-widoki-nowa-inwestycja-ID4rlpU
Krowodrza,Kraków,7,1099000.00,3,60.00,2024,18317.00,2024-07-04,https://www.otodom.pl/pl/oferta/oddane-viii-2024-balkon-ostatnie-pietro-widoki-ID4rlpS
Krowodrza,Kraków,3,999000.00,3,58.00,2024,17224.00,2024-07-04,https://www.otodom.pl/pl/oferta/nowa-inwestycja-oddane-viii-2024-balkon-ID4rlpT
Krowodrza,Kraków,0,1149000.00,3,73.00,2024,15740.00,2024-07-04,https://www.otodom.pl/pl/oferta/ostatnie-mieszkanie-w-tym-metrazu-ogrod-60m2-ID4rlpR
Prądnik Biały,Kraków,3,913000.00,3,53.36,2024,17110.00,2024-07-04,https://www.otodom.pl/pl/oferta/mieszkanie-w-krakowie-ul-wybickiego-5-ID4rllv
Prądnik Biały,Kraków,1,810000.00,3,56.24,2024,14403.00,2024-07-04,https://www.otodom.pl/pl/oferta/aktualne-3-pokoje-krowodrza-czerwienskiego-gotowe-ID4lOsc
Prądnik Biały,Kraków,1,1150000.00,4,96.91,2024,11867.00,2024-07-04,https://www.otodom.pl/pl/oferta/mieszkanie-krakow-pradnik-bialy-ID4rlhI
Prądnik Biały,Kraków,0,580000.00,2,38.80,2024,14948.00,2024-07-04,https://www.otodom.pl/pl/oferta/sprzedam-2-pokoje-czerwienskiego-ogrodek-gotowe-ID4qIGZ
Prądnik Biały,Kraków,1,719000.00,2,39.51,2024,18198.00,2024-07-04,https://www.otodom.pl/pl/oferta/okazja-nowe-dwa-pokoje-krowodrza-bez-pcc-ID4rldP
Prądnik Biały,Kraków,3,720000.00,2,38.51,2024,18696.00,2024-07-04,https://www.otodom.pl/pl/oferta/ustawne-2-pokoje-krowodrza-bez-pcc-ID4rldO
Prądnik Biały,Kraków,1,878000.00,3,53.83,2024,16311.00,2024-07-04,https://www.otodom.pl/pl/oferta/okazja-dla-rodziny-nowe-3-pokoje-krowodrza-ID4rldN
Prądnik Biały,Kraków,4,927000.00,3,54.19,2024,17106.00,2024-07-04,https://www.otodom.pl/pl/oferta/3-pokoje-klucze-juz-w-sierpniu-ul-wybickiego-ID4rldM
Prądnik Biały,Kraków,0,705000.00,2,38.23,2024,18441.00,2024-07-04,https://www.otodom.pl/pl/oferta/2-pokoje-dla-pary-lub-singla-z-ogrodkiem-krowodrza-ID4rldL
Prądnik Biały,Kraków,7,1098000.00,3,61.00,2024,18000.00,2024-07-04,https://www.otodom.pl/pl/oferta/nowe-widokowe-3-pokoje-61m2-krowodrza-ID4rldI
Prądnik Biały,Kraków,0,927000.00,3,53.24,2024,17412.00,2024-07-04,https://www.otodom.pl/pl/oferta/nowe-3-pokoje-z-ogrodkiem-dla-rodziny-krowodrza-ID4rldK
Prądnik Biały,Kraków,1,990000.00,3,60.72,2024,16304.00,2024-07-04,https://www.otodom.pl/pl/oferta/nowe-ustawne-3-pokoje-krowodrza-ul-wybickiego-ID4rldH
Prądnik Biały,Kraków,1,913000.00,3,53.36,2024,17110.00,2024-07-04,https://www.otodom.pl/pl/oferta/nowe-3-pokoje-ul-wybickiego-krowodrza-bez-pcc-ID4rldB
Prądnik Biały,Kraków,3,1092170.00,3,73.00,2024,14961.00,2024-07-04,https://www.otodom.pl/pl/oferta/pradnik-bronowice-2x-tarasy-garaz-apartament-ID4r1JS
Bieżanów-Prokocim,Kraków,4,498900.00,2,40.40,2024,12349.00,2024-07-04,https://www.otodom.pl/pl/oferta/2-pokoje-nowe-osiedle-bez-pcc-2-gotowe-ID4r3k4
Zwierzyniec,Kraków,0,785000.00,4,83.00,2024,9458.00,2024-07-04,https://www.otodom.pl/pl/oferta/4-pokoje-w-zielonej-okolicy-wlasny-ogrod-nowe-ID4rl6i
Bieżanów-Prokocim,Kraków,0,1184925.00,5,112.85,2024,10500.00,2024-07-04,https://www.otodom.pl/pl/oferta/gotowe-5-pokoi-na-biezanowie-ID4r4ox
Prądnik Biały,Kraków,3,963532.00,3,68.53,2024,14060.00,2024-07-04,https://www.otodom.pl/pl/oferta/funkcjonalne-mieszkanie-68m2-3-pokoje-bez-prowizji-ID4rkVt
Bieżanów-Prokocim,Kraków,0,960000.00,4,88.01,2024,10908.00,2024-07-04,https://www.otodom.pl/pl/oferta/kameralna-inwestycja-biezanow-ID4qDc4
Bieżanów-Prokocim,Kraków,1,843600.00,3,69.72,2024,12100.00,2024-07-04,https://www.otodom.pl/pl/oferta/mieszkanie-3-pokojowe-2balkony-nowe-prokocim-ID4rkLD
Grzegórzki,Kraków,3,648810.00,2,36.45,2024,17800.00,2024-07-04,https://www.otodom.pl/pl/oferta/grzegorzki-cystersow-36-45-m2-eng-ua-ID4rkDI
Podgórze,Kraków,3,1033554.84,3,51.82,2024,19945.00,2024-07-04,https://www.otodom.pl/pl/oferta/mieszkanie-3-pokojowe-z-tarasem-zablocie-ID4rkDD
Grzegórzki,Kraków,3,773952.50,2,43.85,2024,17650.00,2024-07-04,https://www.otodom.pl/pl/oferta/grzegorzki-cystersow-35-60-m2-eng-ua-ID4rkCl
Grzegórzki,Kraków,6,737275.50,2,42.01,2024,17550.00,2024-07-04,https://www.otodom.pl/pl/oferta/grzegorzki-cystersow-42-01-m2-eng-ua-ID4rkyl
Grzegórzki,Kraków,1,476437.50,2,26.25,2024,18150.00,2024-07-04,https://www.otodom.pl/pl/oferta/grzegorzki-cystersow-26-75-m2-eng-ua-ID4rkwT
Grzegórzki,Kraków,6,786757.50,2,43.11,2024,18250.00,2024-07-04,https://www.otodom.pl/pl/oferta/grzegorzki-cystersow-43-11-m2-eng-ua-ID4rkwR
Podgórze,Kraków,1,1587335.00,4,78.85,2024,20131.00,2024-07-04,https://www.otodom.pl/pl/oferta/mieszkanie-czteropokojowe-zablocie-ID4rktq
Prądnik Biały,Kraków,3,809000.00,3,58.04,2024,13939.00,2024-07-04,https://www.otodom.pl/pl/oferta/3-pokoje-balkon-park-pradnik-bialy-brak-pcc-ID4rbeA
Prądnik Biały,Kraków,2,724000.00,2,48.46,2024,14940.00,2024-07-04,https://www.otodom.pl/pl/oferta/2-pokoje-balkon-park-pradnik-bialy-brak-pcc-ID4rbeB
Prądnik Biały,Kraków,0,1190000.00,4,73.44,2024,16204.00,2024-07-04,https://www.otodom.pl/pl/oferta/bronowice-piaskowa-4pok-ogrod-158m2-eng-ID4rkrQ
Dębniki,Kraków,0,879000.00,5,104.00,2024,8452.00,2024-07-04,https://www.otodom.pl/pl/oferta/brak-pcc-6-pokoi-ogrodek-gotowe-mpk-ID4qoeq
Podgórze Duchackie,Kraków,0,905600.00,2,62.50,2024,14490.00,2024-07-04,https://www.otodom.pl/pl/oferta/wygodne-mieszkanie-z-ogrodkiem-bez-barier-ID4rkqJ
Prądnik Biały,Kraków,3,913000.00,3,54.33,2024,16805.00,2024-07-04,https://www.otodom.pl/pl/oferta/przestrzenne-3-pokojowe-mieszkanie-54m2-tramwaj-ID4rkny
Prądnik Biały,Kraków,5,871000.00,2,46.80,2024,18611.00,2024-07-04,https://www.otodom.pl/pl/oferta/przestrzenne-2-pokojowe-mieszkanie-47m2-tramwaj-ID4rknx
Prądnik Biały,Kraków,1,1013000.00,3,61.34,2024,16515.00,2024-07-04,https://www.otodom.pl/pl/oferta/nowe-3-pokojowe-mieszkanie-61-m2-krowodrza-ID4rknw
Prądnik Biały,Kraków,2,824000.00,2,42.25,2024,19503.00,2024-07-04,https://www.otodom.pl/pl/oferta/nowoczesne-2-pokojowe-mieszkanie-42m2-garaz-ID4rknv
Prądnik Biały,Kraków,1,992000.00,3,60.80,2024,16316.00,2024-07-04,https://www.otodom.pl/pl/oferta/przestronne-3-pokojowe-mieszkanie-61m2-krowodrza-ID4rkns
Prądnik Biały,Kraków,7,792000.00,2,40.59,2024,19512.00,2024-07-04,https://www.otodom.pl/pl/oferta/swietne-2-pokojowe-mieszkanie-41m2-tramwaj-ID4rknq
Krowodrza,Kraków,1,745000.00,2,41.38,2024,18004.00,2024-07-04,https://www.otodom.pl/pl/oferta/mieszkanie-2-pokojowe-pradnik-bialy-ID4rklo
Prądnik Biały,Kraków,0,896000.00,3,54.27,2024,16510.00,2024-07-04,https://www.otodom.pl/pl/oferta/mieszkanie-3-pokojowe-pradnik-bialy-ID4rkjK
Łagiewniki-Borek Fałęcki,Kraków,1,1488000.00,4,93.00,2024,16000.00,2024-07-04,https://www.otodom.pl/pl/oferta/ostatnie-2-poziom-z-tarasem-93m2-ul-totus-tuus-ID49VCb
Łagiewniki-Borek Fałęcki,Kraków,1,1353000.00,4,82.00,2024,16500.00,2024-07-04,https://www.otodom.pl/pl/oferta/apartament-dwupoziomowy-82m2-ID4pLjg
Łagiewniki-Borek Fałęcki,Kraków,0,1064700.00,3,63.00,2024,16900.00,2024-07-04,https://www.otodom.pl/pl/oferta/ul-totus-tuus-tesoro-verde-residence-63m2-ID49VBg
Łagiewniki-Borek Fałęcki,Kraków,0,963300.00,3,57.00,2024,16900.00,2024-07-04,https://www.otodom.pl/pl/oferta/parter-z-ogrodem-57m2-totus-tuus-ID4az9A
Bieżanów-Prokocim,Kraków,2,826832.00,3,66.68,2024,12400.00,2024-07-04,https://www.otodom.pl/pl/oferta/przestronne-3-pok-66-68m2-o-swietnym-ukladzie-ID4qpn6
Bieżanów-Prokocim,Kraków,7,927276.00,3,69.72,2024,13300.00,2024-07-04,https://www.otodom.pl/pl/oferta/mieszkanie-69-72m2-7-pietro-3-pok-bez-pcc-ID4qqMm
Prądnik Biały,Kraków,3,1147419.50,4,84.06,2024,13650.00,2024-07-04,https://www.otodom.pl/pl/oferta/piaszczysta-mieszkanie-dla-rodziny-84m2-4-pokoje-ID4r4mk
Prądnik Biały,Kraków,4,1501566.00,4,100.78,2024,14899.00,2024-07-04,https://www.otodom.pl/pl/oferta/mieszkanie-krakow-ID4r4sX
Prądnik Biały,Kraków,3,809000.00,3,58.00,2024,13948.00,2024-07-04,https://www.otodom.pl/pl/oferta/mieszkanie-3-pokojowe-ul-papierni-pradnickich-ID4r5n8
Prądnik Biały,Kraków,1,699000.00,3,49.00,2024,14265.00,2024-07-04,https://www.otodom.pl/pl/oferta/2-pokoje-kuchnia-49-m2-balkon-gorka-narodowa-ID4rkf8
Prądnik Biały,Kraków,1,879000.00,3,54.30,2024,16188.00,2024-07-04,https://www.otodom.pl/pl/oferta/zamieszkaj-blisko-centrum-do-odbioru-ID4rk4X
Prądnik Biały,Kraków,0,972588.00,3,68.18,2024,14265.00,2024-07-04,https://www.otodom.pl/pl/oferta/3-pokojowe-mieszkanie-68m2-ogrodek-bezposrednio-ID4mzbG
Wilanów,Warszawa,3,2890000.00,4,127.26,2008,22709.00,2024-07-04,https://www.otodom.pl/pl/oferta/elegancki-4-pokojowy-apartament-ostoja-wilanow-ID4qsSG
Dębniki,Kraków,0,843999.00,3,54.00,2024,15630.00,2024-07-04,https://www.otodom.pl/pl/oferta/oddane-do-uzytku-blisko-tramwaj-ID4rjRE
Prądnik Biały,Kraków,1,714000.00,2,41.00,2024,17415.00,2024-07-04,https://www.otodom.pl/pl/oferta/odbierz-klucze-juz-dzis-blisko-centrum-ID4rjRF
Prądnik Biały,Kraków,1,959999.00,4,71.00,2024,13521.00,2024-07-04,https://www.otodom.pl/pl/oferta/kameralna-okolica-prywatny-park-ID4rjRD
Prądnik Biały,Kraków,1,1679000.00,4,76.70,2024,21890.00,2024-07-04,https://www.otodom.pl/pl/oferta/apartament-w-wysokim-standardzie-starego-debu-ID4rdz4
Grzegórzki,Kraków,6,3990000.00,4,146.62,2024,27213.00,2024-07-04,https://www.otodom.pl/pl/oferta/apartament-147m2-wislane-tarasy-gotowe-ID4pciT
Prądnik Biały,Kraków,0,1869000.00,4,84.60,2024,22092.00,2024-07-04,https://www.otodom.pl/pl/oferta/apartament-w-wysokim-standardzie-starego-debu-ID4rjPo
Podgórze Duchackie,Kraków,4,1630000.00,4,85.48,2024,19069.00,2024-07-04,https://www.otodom.pl/pl/oferta/gotowe-do-zamieszkania-4-pokoje-85-m-ID4qGlA
Krowodrza,Kraków,1,799000.00,2,43.94,2024,18184.00,2024-07-04,https://www.otodom.pl/pl/oferta/moderno-lobzow-mieszkanie-2-pok-77-ID4qKvv
Bieżanów-Prokocim,Kraków,0,297850.00,2,25.90,2024,11500.00,2024-07-04,https://www.otodom.pl/pl/oferta/sprzedam-nowa-inwestycja-25-90m2-ogrodek-ID4rjLQ
Bieżanów-Prokocim,Kraków,1,225400.00,1,19.60,2024,11500.00,2024-07-04,https://www.otodom.pl/pl/oferta/sprzedam-1-pokojowe-biezanow-prokocim-ID4rjLK
Dębniki,Kraków,0,857400.00,3,57.16,2024,15000.00,2024-07-04,https://www.otodom.pl/pl/oferta/mieszkanie-krakow-debniki-ID4pH0c
Podgórze,Kraków,3,999000.00,2,40.04,2024,24950.00,2024-07-04,https://www.otodom.pl/pl/oferta/nowe-mieszkanie-wysoki-standard-pod-klucz-ID4qvzQ
Prądnik Biały,Kraków,0,1030000.00,3,61.00,2024,16885.00,2024-07-04,https://www.otodom.pl/pl/oferta/nie-przegap-nowa-wspaniala-inwestycja-ID4rjCc
Podgórze Duchackie,Kraków,8,795000.00,2,48.73,2024,16314.00,2024-07-04,https://www.otodom.pl/pl/oferta/nowe-mieszkanie-8-pietro-widok-na-park-ID4r9hh
Łagiewniki-Borek Fałęcki,Kraków,1,717000.00,4,86.52,2024,8287.00,2024-07-04,https://www.otodom.pl/pl/oferta/ostatnie-gotowe-uzytkowan-kup-teraz-zaplac-pozniej-ID4q8eZ
Bieńczyce,Kraków,2,829900.00,3,56.00,2024,14820.00,2024-07-04,https://www.otodom.pl/pl/oferta/taras-na-dachu-60m2-zalew-nowohucki-w-okolicy-ID4qXHM
Dębniki,Kraków,4,729000.00,2,37.00,2024,19703.00,2024-07-04,https://www.otodom.pl/pl/oferta/bezposrednio-2-pokoje-wysoki-standard-garaz-2024-ID4r4z2
Prądnik Biały,Kraków,2,648450.00,2,39.30,2024,16500.00,2024-07-04,https://www.otodom.pl/pl/oferta/mieszkanie-39m2-gotowe-pradnik-bialy-ID4qY8w
Bieżanów-Prokocim,Kraków,0,1184925.00,5,112.85,2024,10500.00,2024-07-04,https://www.otodom.pl/pl/oferta/sprzedam-mieszkanie-dom-ID4pLwf
Podgórze,Kraków,0,790550.00,2,44.27,2024,17857.00,2024-07-04,https://www.otodom.pl/pl/oferta/luksusowe-przestronne-wysoki-standard-ID4rjy4
Podgórze,Kraków,0,760500.00,2,42.65,2024,17831.00,2024-07-04,https://www.otodom.pl/pl/oferta/funkcjonalne-przestronne-o-wysokim-standardzie-ID4rjy2
Prądnik Biały,Kraków,2,974788.00,4,71.94,2024,13550.00,2024-07-04,https://www.otodom.pl/pl/oferta/4-pokojowe-mieszkanie-71m2-balkon-bez-prowizji-ID4mzc5
Praga-Północ,Warszawa,2,560000.00,1,31.12,2008,17995.00,2024-07-04,https://www.otodom.pl/pl/oferta/kawalerka-studio-z-loggia-na-pradze-polnoc-ID4qNRs
Bieżanów-Prokocim,Kraków,2,823000.00,3,66.70,2024,12339.00,2024-07-04,https://www.otodom.pl/pl/oferta/oddane-do-uzytku-najtansze-3-pokoje-w-inwestycji-ID4rjt9
Dębniki,Kraków,4,870800.00,3,62.20,2024,14000.00,2024-07-04,https://www.otodom.pl/pl/oferta/3-pok-m-z-tarasem-o-pow-37m2-stan-deweloperski-ID4r5KO
Bronowice,Kraków,0,1649000.00,3,85.06,2024,19386.00,2024-07-04,https://www.otodom.pl/pl/oferta/3-pok-z-ogrodem-2-laz-krowodrza-85m2-ID4qFbD
Bronowice,Kraków,3,1090341.00,3,136.32,2024,7998.00,2024-07-04,https://www.otodom.pl/pl/oferta/osiedle-jurajskie-mieszkanie-z-antresola-nr-25-ID4mNe4
Podgórze Duchackie,Kraków,4,964000.00,3,57.73,2024,16698.00,2024-07-04,https://www.otodom.pl/pl/oferta/3-pokojowe-mieszkanie-tansze-niz-ekopark-ID4qIUw
Prądnik Biały,Kraków,1,1070000.00,3,64.68,2024,16543.00,2024-07-04,https://www.otodom.pl/pl/oferta/nowe-3-pok-z-balkonem-dla-rodziny-ID4riGq
Prądnik Biały,Kraków,1,745000.00,2,41.38,2024,18004.00,2024-07-04,https://www.otodom.pl/pl/oferta/krowodrza-2-pok-z-balkonem-do-aranzacji-ID4riGp
Bronowice,Kraków,1,1251000.00,4,80.00,2024,15638.00,2024-07-04,https://www.otodom.pl/pl/oferta/prestizowy-apartament-widok-na-ogrod-balkon-ID4riz8
Podgórze,Kraków,2,625000.00,2,41.13,2024,15196.00,2024-07-04,https://www.otodom.pl/pl/oferta/2-pokoje-plaszow-gotowe-na-pazdziernik-ID4qZ3C
Prądnik Biały,Kraków,4,1225000.00,4,73.00,2024,16781.00,2024-07-04,https://www.otodom.pl/pl/oferta/wykonczone-4-pokoje-73m2-balkon-garderoba-gorka-fv-ID4qZj2
Prądnik Biały,Kraków,5,740000.00,2,38.61,2024,19166.00,2024-07-04,https://www.otodom.pl/pl/oferta/mieszkanie-na-sprzedaz-na-wybieckiego-ID4rio1
Dębniki,Kraków,1,808264.00,3,56.92,2024,14200.00,2024-07-04,https://www.otodom.pl/pl/oferta/3-pokoje-ruczaj-gotowe-do-odbioru-ID4qXOr
Podgórze,Kraków,0,665900.00,2,35.77,2024,18616.00,2024-07-04,https://www.otodom.pl/pl/oferta/centrum-rydlowka-2-pokoje-z-ogrodkiem-ID4qXOA
Podgórze,Kraków,1,1070000.00,2,62.90,2024,17011.00,2024-07-04,https://www.otodom.pl/pl/oferta/nowe-2-pokoje-rydlowka-duzy-balkon-2-garaze-ID4r7GR
Prądnik Biały,Kraków,4,1194980.00,4,80.20,2024,14900.00,2024-07-04,https://www.otodom.pl/pl/oferta/4-pokoje-15m2-taras-garaz-park-na-osiedlu-ID4rikX
Prądnik Biały,Kraków,2,1013000.00,3,61.00,2024,16607.00,2024-07-04,https://www.otodom.pl/pl/oferta/unikalna-oferta-nowoczesne-trzypokojowe-mieszka-ID4rikD
Prądnik Biały,Kraków,0,1119670.00,4,117.86,2024,9500.00,2024-07-04,https://www.otodom.pl/pl/oferta/ul-lokietka-apartament-4-pokojowy-na-sprzedaz-ID4rihb
Dębniki,Kraków,4,483000.00,1,28.47,2024,16965.00,2024-07-04,https://www.otodom.pl/pl/oferta/krakow-ruczaj-piltza-kawalerka-bez-pcc-28m2-ID4qJJG
Prądnik Biały,Kraków,5,1070000.00,3,64.50,2024,16589.00,2024-07-04,https://www.otodom.pl/pl/oferta/trzypokojowe-mieszkanie-w-nowym-budownictwie-ID4r4DV
